gene ID,gene name,eye-1,eye-2,eye-3,wing-1,wing-3,wing-4
FBgn0020646,Lcp65APsi,0,0,0,0,0,0
FBgn0020644,Lcp65Ab1,0,0,0,0,0,0
FBgn0042118,Cpr65Ax2,0,0,0,0,0,0
FBgn0020645,Lcp65Aa,0,0,0,0,0,0
FBgn0020765,Acp65Aa,0,2,0,0,0,0
FBgn0266970,CR45421,3,9,6,4,1,3
FBgn0035685,CG13297,0,0,0,0,0,0
FBgn0085300,Cpr65Ay,0,0,0,0,1,0
FBgn0035686,Cpr65Az,0,0,0,0,0,0
FBgn0267308,CR45744,1,0,2,0,0,0
FBgn0035687,CG13296,0,0,0,0,1,0
FBgn0035688,CG10289,3463,3503,3428,2920,3167,7400
FBgn0035689,CG7376,533,599,602,557,625,1053
FBgn0035690,CG10274,688,811,656,708,691,1470
FBgn0022699,D19B,1075,1142,1018,1057,944,2097
FBgn0262985,CG43293,21,11,39,47,26,84
FBgn0022935,D19A,1112,1134,980,1047,914,2197
FBgn0035691,CG7386,194,202,139,164,93,354
FBgn0035692,CG13298,1622,1657,1539,1868,1928,3784
FBgn0024921,Trn,4168,4350,3942,3507,3865,8091
FBgn0035693,CG8219,18,10,13,4,48,5
FBgn0002526,LanA,7733,7664,6724,9148,8178,19837
FBgn0047000,CG33946,0,1,0,0,0,0
FBgn0035694,CG13299,0,0,0,0,0,0
FBgn0047334,BG642312,0,0,0,0,0,0
FBgn0261631,CG42714,0,0,0,0,0,0
FBgn0035695,CG10226,52,61,35,0,1,0
FBgn0004513,Mdr65,98,129,93,18,28,28
FBgn0035696,Best2,815,805,702,1024,1115,2087
FBgn0035697,CG10163,0,0,0,0,0,0
FBgn0001258,ImpL3,325,215,295,238,290,534
FBgn0265715,CR44522,0,1,2,0,1,6
FBgn0262787,CG43168,1,2,0,0,2,0
FBgn0266969,CR45420,0,0,0,0,0,0
FBgn0266589,CR45114,0,0,0,0,0,0
FBgn0266588,CR45113,0,0,0,0,0,0
FBgn0041625,Or65a,0,0,0,0,0,0
FBgn0041624,Or65b,0,1,0,0,0,0
FBgn0041623,Or65c,0,0,0,0,1,0
FBgn0035699,CG13300,3747,3971,3630,2087,2197,4879
FBgn0259969,Sfp65A,0,0,0,0,0,3
FBgn0266968,CR45419,0,0,0,0,0,0
FBgn0267642,CR45980,0,0,0,0,0,0
FBgn0261801,CG42747,1930,1864,1756,1108,1207,2064
FBgn0035702,CG10147,123,126,93,135,83,240
FBgn0035703,CG8270,389,424,330,426,318,775
FBgn0035704,CG10144,478,572,520,481,470,930
FBgn0020251,sfl,1079,1148,1043,850,927,1766
FBgn0267641,CR45979,1,2,1,0,0,9
FBgn0052396,CG32396,6,0,0,0,0,3
FBgn0042185,CG18769,497,504,498,516,558,1248
FBgn0263973,jv,86,77,64,0,5,8
FBgn0002926,ndl,2,1,5,0,0,0
FBgn0035707,CG8368,1227,1320,1182,1473,1391,2809
FBgn0024177,zpg,0,0,0,7,0,0
FBgn0266967,CR45418,0,0,0,0,0,0
FBgn0035708,CG8398,4,7,19,1,0,12
FBgn0004619,GluRIA,1,1,0,0,0,4
FBgn0266773,CR45238,0,0,0,0,0,0
FBgn0266774,CR45239,0,0,0,0,0,0
FBgn0035709,eIF4E-4,0,0,0,0,0,0
FBgn0266683,CR45173,0,0,0,0,0,0
FBgn0041232,CG32395,0,0,0,0,0,0
FBgn0035710,SP1173,522,691,780,1662,1520,3343
FBgn0035711,CG8519,7,1,2,4,7,29
FBgn0005626,ple,54,25,35,23,62,3578
FBgn0265716,CR44523,0,0,0,0,6,0
FBgn0266966,CR45417,1,0,0,0,0,2
FBgn0261934,dikar,2930,2790,2431,1916,1982,4746
FBgn0035713,velo,3914,3978,3566,3457,3898,7095
FBgn0035714,CG8549,478,496,481,645,635,1372
FBgn0035715,CG10103,1222,1300,1097,1209,1292,2440
FBgn0052392,CG32392,4,14,2,7,12,20
FBgn0267323,CR45759,0,0,0,46,48,162
FBgn0086680,vvl,60,111,90,8824,9747,22603
FBgn0266590,CR45115,0,0,0,0,0,5
FBgn0266965,CR45416,0,0,0,0,5,2
FBgn0041194,Prat2,0,0,0,12,8,25
FBgn0266962,CG45413,0,0,0,2,0,0
FBgn0035718,CG14820,0,0,0,4,1,0
FBgn0266964,CR45415,0,0,0,0,1,0
FBgn0266963,CR45414,0,0,0,14,11,28
FBgn0266961,CR45412,1,0,0,0,0,4
FBgn0035719,tow,247,229,208,31,58,121
FBgn0035720,CG10077,8827,8011,7939,5865,7085,16089
FBgn0035721,CG9948,261,278,215,219,200,492
FBgn0035722,CG10075,196,204,206,221,210,500
FBgn0029117,Surf1,278,233,235,260,216,597
FBgn0261445,sgl,1284,1267,1186,1263,1373,2493
FBgn0035724,CG10064,13,20,21,8,31,28
FBgn0035725,Mis12,200,248,178,227,188,483
FBgn0035726,CG9953,1670,1704,1447,1552,1534,3214
FBgn0035727,CG10063,3,0,1,0,0,2
FBgn0001104,Galphai,4595,4560,4232,5064,5285,10886
FBgn0047205,CR32385,0,3,1,0,6,1
FBgn0267662,CR46000,0,0,0,0,0,0
FBgn0263387,CG43439,0,0,0,0,0,0
FBgn0250849,CG32388,0,0,0,0,0,0
FBgn0045759,bin,0,0,0,1,0,0
FBgn0260660,Mp,2600,2293,2114,738,786,1423
FBgn0035730,CG17744,0,0,0,0,0,0
FBgn0267482,CR45832,0,2,0,0,1,0
FBgn0035733,CG8641,23,19,13,0,0,3
FBgn0035734,CG14823,0,0,0,0,0,0
FBgn0052391,CG32391,0,0,0,0,0,0
FBgn0054030,CG34030,0,0,0,0,0,0
FBgn0035735,Cpr65Ea,0,0,0,0,0,0
FBgn0035736,Cpr65Eb,0,2,0,0,0,0
FBgn0035737,Cpr65Ec,69,65,32,322,275,383
FBgn0053556,form3,509,482,471,441,378,931
FBgn0002775,msl-3,673,770,637,850,611,1493
FBgn0035741,BBS1,0,0,0,0,0,0
FBgn0035742,CG8629,0,0,0,0,0,0
FBgn0035743,CG15829,0,0,1,0,0,0
FBgn0250836,CG8628,0,0,0,0,0,0
FBgn0010387,Dbi,1,0,1,0,0,0
FBgn0023001,melt,2059,2278,1842,1875,2131,3645
FBgn0259173,corn,1322,1565,1267,857,992,1822
FBgn0040837,CG8620,5,2,1,0,0,3
FBgn0265296,Dscam2,1347,937,976,0,0,3
FBgn0266959,CR45410,0,0,0,0,0,0
FBgn0035750,CG14826,0,0,0,0,0,0
FBgn0035751,CG14829,0,0,0,0,4,0
FBgn0261111,BHD,297,317,260,272,236,547
FBgn0035753,RpL18,15697,15912,14479,17058,18468,35475
FBgn0024542,Neos,605,711,688,656,574,1327
FBgn0028648,mRpL50,305,294,263,314,305,628
FBgn0016036,mei-P22,16,6,22,26,10,44
FBgn0012058,Cdc27,1594,1710,1477,1357,1446,3008
FBgn0035754,MED4,397,407,339,437,435,909
FBgn0263447,CR43470,4,6,10,7,11,5
FBgn0035755,CG14830,776,793,713,948,1069,1985
FBgn0035756,unc-13-4A,7,6,2,0,0,0
FBgn0035760,CG8607,113,110,104,138,159,278
FBgn0035761,RhoGEF4,1404,1573,1399,1530,1407,2784
FBgn0035762,Rint1,764,795,642,784,845,1539
FBgn0035763,CG8602,1081,1124,1027,939,927,1808
FBgn0259203,CG42307,0,0,0,0,0,0
FBgn0002909,mus312,0,0,0,0,0,0
FBgn0264302,CG43780,0,0,0,0,0,0
FBgn0264303,CG43781,0,0,0,0,0,0
FBgn0035766,eco,1445,1618,1496,1683,1668,3407
FBgn0011640,lark,4091,3884,3738,3965,3950,8144
FBgn0035767,CG8596,1024,1021,963,845,911,1589
FBgn0035768,CG14834,12,22,31,21,56,15
FBgn0015298,Srp19,700,659,613,844,745,1709
FBgn0019662,qm,669,603,475,482,341,856
FBgn0267483,CR45833,1,4,3,0,1,2
FBgn0035769,CTCF,1445,1486,1345,1240,1147,2610
FBgn0267472,CR45822,234,252,234,201,239,394
FBgn0035770,pst,2565,2682,2466,2609,2531,4807
FBgn0035771,Sec63,5199,4786,4472,4812,5164,9398
FBgn0267485,CR45835,204,255,195,227,216,394
FBgn0035772,Sh3beta,7475,7087,6486,7742,7669,16529
FBgn0082598,akirin,11926,12932,11596,12832,13064,28709
FBgn0052380,SMSr,662,676,629,646,567,1162
FBgn0016983,smid,5269,5747,5107,6116,6179,11095
FBgn0035776,CG8564,11,3,3,0,0,0
FBgn0035777,CG8563,9,11,17,11,25,16
FBgn0052379,CG32379,0,0,0,0,0,0
FBgn0035779,CG8562,0,0,0,0,0,0
FBgn0035780,CG18417,0,0,0,0,0,0
FBgn0035781,CG8560,0,0,0,0,1,1
FBgn0063083,pncr015:3L,0,2,0,0,1,65
FBgn0265718,CR44525,0,0,0,0,0,0
FBgn0259935,CG42458,253,253,254,2,0,4
FBgn0014011,Rac2,2438,2407,2189,2315,2203,5404
FBgn0035782,CG14835,0,0,0,0,0,0
FBgn0052383,sphinx1,0,0,0,0,0,0
FBgn0052382,sphinx2,0,0,0,0,0,0
FBgn0053278,CG33278,2,5,4,0,0,0
FBgn0035785,ppk26,1,1,1,0,0,0
FBgn0261536,CG42660,0,0,0,0,0,0
FBgn0261537,CG42661,0,0,0,0,0,0
FBgn0035786,Tsp66A,0,0,0,0,0,0
FBgn0035787,CG8543,0,0,0,0,0,0
FBgn0035788,CG8541,0,0,0,0,0,0
FBgn0262984,CG43292,0,0,4,0,0,0
FBgn0035789,mthl6,0,0,1,0,0,2
FBgn0035790,Cyp316a1,0,1,2,0,0,0
FBgn0015033,Cyp4d8,1,0,0,1,0,0
FBgn0035791,CG8539,2,0,0,0,0,0
FBgn0035792,CG7548,4,1,1,0,0,0
FBgn0267556,CR45896,2,3,5,4,2,4
FBgn0035793,CG7546,3180,3073,2804,2273,2816,5771
FBgn0052372,ltl,435,446,300,1328,1687,3021
FBgn0028582,lqf,3669,3654,3263,2498,2422,5909
FBgn0035795,CG16998,0,0,0,0,1,0
FBgn0052374,CG32374,0,0,0,0,0,0
FBgn0052376,CG32376,0,0,0,0,0,0
FBgn0035797,CG14837,0,0,0,0,0,0
FBgn0035798,frac,0,0,1,4,2,4
FBgn0035799,CG14838,2,0,0,0,0,1
FBgn0035800,CG7716,0,0,0,0,0,0
FBgn0035802,CG33275,1488,1403,1372,1095,1139,2421
FBgn0267526,CR45866,0,0,0,1,0,4
FBgn0086074,snoRNA:Me18S-A1806,0,0,0,0,3,0
FBgn0053276,CG33276,133,187,162,253,166,372
FBgn0035805,CG7506,308,291,286,339,271,660
FBgn0052373,CG32373,675,751,640,1292,1138,2602
FBgn0035806,PGRP-SD,0,0,0,0,1,0
FBgn0035807,CG7492,1242,1363,1283,1360,1287,2512
FBgn0261788,Ank2,3607,3212,3155,4,0,15
FBgn0265084,CG44195,1,0,2,0,0,0
FBgn0035811,CG12262,3216,2778,2685,3101,3038,6506
FBgn0035812,CG7457,575,601,507,643,511,1411
FBgn0035813,CG8492,9,8,9,7,5,29
FBgn0035815,Snmp2,106,68,77,73,60,145
FBgn0035816,CG13685,48,28,37,77,34,245
FBgn0035817,CG7409,3,5,11,8,12,44
FBgn0001208,Hn,15,13,11,22,51,39
FBgn0023076,Clk,6,2,0,4,3,9
FBgn0052371,CG32371,0,0,0,0,0,0
FBgn0052369,CG32369,1417,1280,1301,1109,1147,2144
FBgn0016694,Pdp1,774,829,761,681,644,1619
FBgn0052365,CG32365,96,86,90,139,158,278
FBgn0035823,eIF4E-5,0,0,0,0,0,0
FBgn0003041,pbl,2584,3229,2967,2477,2489,5286
FBgn0035824,CG8281,277,363,225,295,159,699
FBgn0035825,CG8111,387,351,315,392,419,713
FBgn0052368,CG32368,4,0,2,3,4,3
FBgn0024187,syd,1303,1219,1254,906,949,1992
FBgn0035827,Srp9,926,916,848,944,925,1997
FBgn0264472,CG43880,0,0,0,0,0,0
FBgn0041156,exex,2,0,0,0,2,1
FBgn0010406,RNaseX25,895,843,792,767,767,1625
FBgn0027554,CG8042,788,724,710,739,755,1551
FBgn0035829,HP4,1039,1135,978,1148,1070,2424
FBgn0035830,CG8209,2949,3065,2704,3202,3182,6604
FBgn0035831,CG8038,542,478,385,614,486,1273
FBgn0011817,nmo,8245,7690,7076,4899,7048,14563
FBgn0052370,tRNA:CR32370,0,0,0,0,0,0
FBgn0026263,bip1,2857,3108,2595,3620,2915,5924
FBgn0267527,CR45867,0,2,2,8,4,14
FBgn0267528,CR45868,2,0,1,0,1,4
FBgn0052358,tRNA:CR32358,0,0,0,0,0,0
FBgn0052359,tRNA:CR32359,0,0,0,0,0,0
FBgn0052360,tRNA:CR32360,0,0,0,0,0,0
FBgn0262579,Ect4,1493,1698,1389,1350,1488,3087
FBgn0052361,tRNA:CR32361,0,0,0,0,0,0
FBgn0052362,tRNA:CR32362,0,0,0,0,0,0
FBgn0052363,tRNA:CR32363,0,2,0,0,0,0
FBgn0260967,CG42590,0,0,0,0,0,0
FBgn0260968,CG42591,2,0,0,0,0,0
FBgn0264705,CR43974,1,0,0,0,0,1
FBgn0035833,CG7565,285,267,274,273,238,564
FBgn0028379,fan,0,0,1,3,3,2
FBgn0027549,CG7927,1778,1778,1459,1709,1753,3445
FBgn0262442,mir-2501,0,0,0,0,0,0
FBgn0262716,Arp3,2586,2613,2264,2616,2846,5262
FBgn0026252,msk,6388,6896,6182,7076,7720,15258
FBgn0035838,ldbr,225,331,240,288,246,647
FBgn0035839,CG7550,99,106,67,111,96,170
FBgn0042112,mRpL36,277,240,280,375,328,699
FBgn0029113,Uba2,6756,7427,6771,7992,8188,16407
FBgn0010350,CdsA,722,789,719,613,764,1352
FBgn0035842,CG7504,710,808,609,610,612,1312
FBgn0002899,mus301,532,559,494,637,634,1482
FBgn0035844,CG13676,4151,4095,3662,3405,3603,7458
FBgn0259916,CG42445,362,378,333,410,277,838
FBgn0264478,CG43886,0,0,0,0,0,0
FBgn0035845,CG13675,0,0,4,36,12,18
FBgn0040290,RecQ4,489,606,486,605,627,1378
FBgn0020392,Nmt,2195,2101,2139,2649,2795,5299
FBgn0035847,mthl7,0,0,0,0,1,0
FBgn0035848,CG7979,333,381,326,321,341,703
FBgn0035849,ERR,500,556,498,494,463,1029
FBgn0267529,CR45869,3,4,0,2,2,9
FBgn0267530,CR45870,14,16,10,10,12,30
FBgn0035850,Atg18a,1121,1055,1058,1072,1094,2105
FBgn0035851,MED24,896,926,832,845,917,2215
FBgn0035852,CG7387,0,0,1,1,0,0
FBgn0035853,UbcE2M,1740,1803,1595,1792,1765,3601
FBgn0035854,CG8005,223,222,178,258,195,573
FBgn0035855,CG7366,1,2,2,1,1,11
FBgn0035856,CG13679,2,0,2,0,2,0
FBgn0052364,CG32364,261,261,296,355,366,951
FBgn0035857,CG8006,1,0,0,1,0,0
FBgn0040832,CG8012,2,0,0,4,2,10
FBgn0035858,CG13674,0,0,0,0,0,0
FBgn0035859,CG13678,1,0,1,17,2,0
FBgn0265089,eIF4E-3,1,0,0,0,0,0
FBgn0264604,CR43953,0,0,0,0,0,0
FBgn0035861,CG7213,7,4,13,0,0,0
FBgn0263219,Dscam4,277,207,161,0,2,1
FBgn0027569,cert,780,906,815,876,915,1798
FBgn0035865,CG7201,3,12,0,89,85,218
FBgn0015793,Rab19,350,347,304,328,257,671
FBgn0035866,CG7197,519,610,532,561,514,1116
FBgn0035867,CG13671,373,382,325,352,295,776
FBgn0035868,CG7194,36,42,52,62,68,104
FBgn0087039,Sbp2,678,774,590,766,702,1534
FBgn0035870,Gr66a,3,0,0,1,1,1
FBgn0035871,BI-1,1267,1177,1136,1255,1272,2270
FBgn0266958,CR45409,109,110,140,80,100,255
FBgn0035872,CG7185,4614,4691,4423,4512,4913,9434
FBgn0262361,CG43059,0,0,0,0,0,0
FBgn0035873,CG13670,0,0,0,0,0,0
FBgn0250833,CG34461,18,8,5,0,0,3
FBgn0085491,CG34462,0,0,0,0,0,0
FBgn0035875,Cpr66Cb,0,0,0,0,1,1
FBgn0035876,Pex2,169,122,172,144,163,302
FBgn0011762,DNApol-alpha50,222,269,248,379,386,795
FBgn0035877,CG7083,327,426,375,361,337,730
FBgn0035878,CG7182,1057,1049,885,1260,1349,2492
FBgn0035879,GAPcenA,1321,1504,1286,1212,1130,2482
FBgn0035880,CG17352,427,460,410,137,240,263
FBgn0263553,mir-4913,0,0,0,0,0,0
FBgn0001248,Idh,9636,10136,8711,8475,9514,18930
FBgn0001253,ImpE1,22037,15832,14204,8328,13596,27023
FBgn0035886,Jon66Ci,7,4,7,1,11,9
FBgn0035887,Jon66Cii,0,0,0,0,0,0
FBgn0035888,CG7120,81,82,80,1,0,9
FBgn0035889,mkg-p,0,0,0,0,0,0
FBgn0053057,CG33057,0,0,0,0,0,0
FBgn0035890,CG13667,198,229,216,271,178,565
FBgn0265102,Oseg1,846,1027,893,832,818,1725
FBgn0266667,Exo70,741,683,600,751,698,1589
FBgn0010431,mtrm,7,2,8,2,5,7
FBgn0052354,CG32354,440,385,328,205,174,369
FBgn0020224,Cbl,1389,1490,1355,1138,1263,2084
FBgn0263352,Unr,16829,15489,14582,9717,11565,33683
FBgn0035896,CG6983,787,884,812,834,938,1624
FBgn0010825,Gug,4891,4165,3937,3060,3660,7480
FBgn0262719,CG43163,3138,3280,2971,2394,2504,5011
FBgn0035900,ZC3H3,454,405,359,369,312,841
FBgn0035901,CG6745,533,564,431,536,513,1294
FBgn0035903,CG6765,221,211,189,4,8,4
FBgn0035902,CG6683,109,107,125,116,129,276
FBgn0035904,GstO3,2292,2263,2136,3101,3017,5541
FBgn0086348,se,10,11,4,6,8,18
FBgn0035906,GstO2,1739,1911,1696,2239,2111,4274
FBgn0035907,GstO1,242,328,261,198,241,589
FBgn0024236,foi,1602,1713,1595,1738,1723,3166
FBgn0035909,ergic53,6206,5387,5002,5501,5752,11653
FBgn0260442,rhea,3281,3165,2957,2834,2921,5572
FBgn0264511,CR43910,9,2,10,2,3,20
FBgn0262387,mir-190,0,0,0,0,0,0
FBgn0035911,CG6638,395,393,354,458,388,941
FBgn0262508,CG43078,51,39,35,7,3,3
FBgn0017430,Nelf-E,450,500,448,488,505,1069
FBgn0017579,RpL14,22703,24084,20542,27326,26309,49257
FBgn0060292,snoRNA:U49:66Da,1,0,0,1,0,0
FBgn0060291,snoRNA:U49:66Db,0,2,0,1,0,0
FBgn0017429,CG5989,257,235,235,286,345,611
FBgn0035914,CG6282,0,2,0,0,0,0
FBgn0035915,S-Lap1,0,0,0,0,0,0
FBgn0052351,S-Lap2,0,0,0,0,0,0
FBgn0035916,GAPsec,371,402,440,497,403,905
FBgn0035917,Zasp66,158,78,39,67,77,626
FBgn0035918,Cdc6,505,415,449,478,359,1011
FBgn0052029,Cpr66D,329,244,201,403,362,709
FBgn0035921,CG13305,0,1,1,0,1,1
FBgn0035922,Pex7,0,1,1,3,0,0
FBgn0000121,Arr2,10,10,13,32,15,38
FBgn0001168,h,1173,1378,1372,1326,1247,2612
FBgn0265719,CR44526,0,0,0,0,0,0
FBgn0011509,SrpRbeta,996,954,831,951,1113,1997
FBgn0052022,CG32022,342,423,306,417,337,809
FBgn0035923,CG6511,567,577,526,485,417,1001
FBgn0264696,CG43965,0,1,0,0,0,0
FBgn0000357,Cp18,1,4,10,2,9,11
FBgn0000355,Cp15,0,0,0,0,0,0
FBgn0000358,Cp19,0,0,0,0,0,0
FBgn0000356,Cp16,0,0,0,0,0,0
FBgn0003149,Prm,101,78,43,34,30,136
FBgn0040828,CG13306,0,0,0,0,0,0
FBgn0265720,CR44527,0,0,0,0,0,0
FBgn0266084,Fhos,1947,1924,1859,953,921,1678
FBgn0035924,CG6576,0,0,0,0,0,0
FBgn0035926,CG5804,0,0,0,0,0,0
FBgn0035928,CG13310,0,0,0,0,0,0
FBgn0035929,CG13311,0,0,0,0,0,0
FBgn0085455,CG34426,0,0,0,0,0,0
FBgn0052023,CG32023,0,0,0,0,0,0
FBgn0085456,CG34427,1,0,0,0,0,0
FBgn0035931,CG13312,0,0,0,0,1,2
FBgn0052024,CG32024,0,0,0,0,0,0
FBgn0035932,CG13308,0,0,0,0,0,0
FBgn0035933,CG13309,0,0,0,0,0,0
FBgn0263930,dally,7475,7368,7009,7027,7760,16120
FBgn0052026,CG32026,78,60,51,31,57,121
FBgn0267473,CR45823,0,0,0,0,0,0
FBgn0262788,CG43169,0,0,0,0,0,2
FBgn0267531,CR45871,7,15,6,10,12,14
FBgn0020633,Mcm7,2219,2691,2504,3842,3523,6548
FBgn0035934,TrpA1,3,0,0,0,0,0
FBgn0052034,tRNA:T:Psi,0,0,0,0,0,0
FBgn0266757,mfr,0,0,0,0,1,0
FBgn0035936,Tsp66E,2343,2404,2223,1010,890,2254
FBgn0264701,CR43970,1,0,3,3,2,2
FBgn0264305,CG43783,995,1104,930,755,733,1721
FBgn0264307,orb2,313,300,287,135,173,408
FBgn0040321,GNBP3,3985,4208,3529,4314,4259,8748
FBgn0011787,mRpL12,949,978,801,1049,1053,2227
FBgn0035941,CG13313,0,2,0,0,0,0
FBgn0035942,CG5660,473,487,428,210,159,480
FBgn0035943,CG5653,963,973,802,0,0,0
FBgn0035944,CG5021,687,633,597,553,560,1077
FBgn0035945,CG5026,1443,1598,1306,1578,1717,3255
FBgn0086706,pix,5269,5810,4964,5329,5176,9370
FBgn0035947,Srp68,2559,2323,2071,2257,2641,5266
FBgn0035948,CG5644,0,3,2,2,1,7
FBgn0035949,CG13314,0,3,0,0,2,0
FBgn0263199,Galk,345,406,379,322,343,654
FBgn0035951,CG5068,743,727,662,869,864,1755
FBgn0035952,CG5280,0,2,0,0,0,1
FBgn0016070,smg,1180,1133,1119,904,864,2187
FBgn0035953,CG5087,569,659,545,555,509,1140
FBgn0035954,Doc3,229,279,206,311,283,692
FBgn0035955,CG5194,0,1,1,2,0,3
FBgn0035956,Doc2,236,211,213,478,494,822
FBgn0028789,Doc1,270,321,247,567,483,1295
FBgn0035957,CG5144,0,0,0,0,0,1
FBgn0000116,Argk,18806,17240,16204,14730,16100,28360
FBgn0035959,CG4911,1256,1298,1167,1017,1092,2562
FBgn0035960,CG4942,51,74,73,70,64,172
FBgn0023479,Tequila,82,122,89,34,32,146
FBgn0043806,CG32032,866,936,756,0,0,4
FBgn0040827,CG13315,3,0,2,0,3,0
FBgn0011206,bol,36,60,42,89,64,118
FBgn0035964,Dhpr,1239,1241,1121,1355,1385,2845
FBgn0035965,Use1,245,249,244,317,255,688
FBgn0263456,nwk,126,101,88,0,0,0
FBgn0263556,mir-4940,0,0,0,0,0,0
FBgn0004244,Rdl,144,135,151,0,0,0
FBgn0035968,Slc45-1,5,24,12,9,7,25
FBgn0035969,CG4476,10,27,19,0,0,0
FBgn0266957,CR45408,0,0,0,0,0,0
FBgn0035970,CG4483,0,0,0,0,0,0
FBgn0035971,CG4477,0,0,0,0,0,0
FBgn0264000,GluRIB,0,0,3,0,0,0
FBgn0035975,PGRP-LA,21,21,22,4,6,28
FBgn0035976,PGRP-LC,255,200,148,32,20,78
FBgn0035977,PGRP-LF,5,2,7,0,1,2
FBgn0035978,UGP,1339,1337,1112,1404,1472,3072
FBgn0052040,CG32040,2,7,0,1,4,6
FBgn0052039,CG32039,396,338,322,135,103,319
FBgn0085484,Pdxk,554,510,490,677,551,1169
FBgn0085485,CG34456,1,0,1,0,0,0
FBgn0004379,Klp67A,1431,1788,1565,1852,1751,3469
FBgn0035980,CG4447,209,189,137,151,179,397
FBgn0035981,CG4452,1421,1388,1265,1203,1213,2337
FBgn0011769,Fdxh,151,145,111,137,167,225
FBgn0001229,Hsp67Bc,1375,1431,1383,133,138,274
FBgn0001228,Hsp67Bb,5,15,1,4,7,9
FBgn0001223,Hsp22,0,0,0,0,0,0
FBgn0035982,CG4461,0,1,0,0,0,0
FBgn0001225,Hsp26,3676,2776,2774,2790,2965,6451
FBgn0001227,Hsp67Ba,6885,5443,5890,7049,6918,16497
FBgn0263492,CR43481,57,66,59,41,28,115
FBgn0001224,Hsp23,32933,30374,34394,39144,29635,84150
FBgn0001226,Hsp27,36914,30119,28189,35067,39288,82457
FBgn0263494,CR43483,0,0,0,0,0,0
FBgn0263493,CR43482,2,0,0,0,0,0
FBgn0035983,CG4080,927,972,924,614,587,1300
FBgn0015218,eIF-4E,6573,6728,5928,6744,6530,13292
FBgn0035985,Cpr67B,14,23,19,5,16,92
FBgn0035986,CG4022,1938,2020,1857,1693,1778,3915
FBgn0035987,CG3689,2785,2849,2738,2798,2717,6197
FBgn0035989,CG3967,622,642,538,466,529,1037
FBgn0035988,CG3982,17,12,22,14,5,49
FBgn0023129,aay,280,176,137,27,66,158
FBgn0015296,Shc,858,1079,868,1030,861,1728
FBgn0005533,RpS17,23269,25156,21091,28673,25574,50503
FBgn0082953,snoRNA:Psi28S-612,55,76,66,54,24,143
FBgn0040305,MTF-1,929,976,852,402,462,1076
FBgn0260431,CG42526,93,117,111,74,55,132
FBgn0260859,Bet3,572,515,482,564,587,1204
FBgn0267532,CR45872,0,0,0,0,0,0
FBgn0035993,Nf-YA,782,759,719,760,600,1516
FBgn0053926,CG33926,2,0,3,0,3,0
FBgn0035995,CG3529,609,624,602,503,565,989
FBgn0035996,CG3448,94,95,84,111,141,224
FBgn0266124,ghi,434,400,383,388,364,731
FBgn0035997,phol,1479,1702,1375,1265,1292,2747
FBgn0035999,CG3552,182,151,138,149,118,365
FBgn0267533,CR45873,25,22,17,29,15,74
FBgn0035998,CG3437,274,237,274,378,313,723
FBgn0036000,CG3434,507,555,458,568,493,1246
FBgn0266101,CG44838,1701,1813,1623,1058,998,2087
FBgn0011327,Uch-L5,3022,3466,2951,4215,4438,8337
FBgn0036004,Jarid2,2658,2742,2624,2233,2761,5735
FBgn0036005,pall,363,384,323,336,372,693
FBgn0052036,CG32036,4,0,1,1,2,0
FBgn0052037,CG32037,14,11,7,9,32,0
FBgn0036007,path,4072,4188,3193,4550,5553,6171
FBgn0036008,CG3408,2576,3059,2596,1846,1846,3370
FBgn0010408,RpS9,27790,28382,25940,31718,30894,59809
FBgn0267534,CR45874,44,72,49,48,44,150
FBgn0086075,snoRNA:Me28S-G3253,35,15,21,4,2,22
FBgn0053703,CG33703,0,0,0,0,0,0
FBgn0053702,CG33702,0,0,0,0,0,0
FBgn0053701,CR33701,0,0,0,0,0,0
FBgn0053700,CG33700,0,0,0,0,0,0
FBgn0036009,Or67a,9,5,9,2,5,19
FBgn0036010,Ir67a,0,0,0,0,0,0
FBgn0261555,CG42673,5055,5845,5291,6018,5780,11348
FBgn0036013,CG14177,0,2,0,1,1,1
FBgn0036014,CG3222,0,0,3,5,5,0
FBgn0036015,CG3088,0,0,0,0,0,0
FBgn0036016,CG3306,0,0,1,0,0,0
FBgn0036017,CG3280,38,66,51,64,43,95
FBgn0267348,LanB2,6127,6053,5416,5101,5483,11820
FBgn0036018,CG3335,751,898,794,929,950,1870
FBgn0036019,Or67b,2,0,2,0,1,1
FBgn0036020,CG8336,671,686,559,542,488,1269
FBgn0016081,fry,2182,2158,2026,1604,1647,3667
FBgn0036022,CG8329,0,0,0,0,0,0
FBgn0036023,CG18179,0,0,0,0,0,0
FBgn0036024,CG18180,0,0,0,0,0,0
FBgn0053696,CNMaR,1,2,1,0,0,0
FBgn0036028,CG16717,348,397,332,360,273,803
FBgn0087040,alphaTub67C,16,11,14,5,6,17
FBgn0036030,CG6767,3514,4076,3708,6174,6440,10753
FBgn0036029,CG16719,0,0,0,0,2,1
FBgn0267454,CR45804,9,3,3,8,10,16
FBgn0266596,CR45121,0,0,0,0,0,0
FBgn0015321,Ubc4,1643,1610,1488,1843,1739,3474
FBgn0036031,CG6761,1,0,0,0,0,2
FBgn0036032,CG16711,1033,941,909,692,758,1680
FBgn0040475,SH3PX1,1240,1200,1087,1277,1395,2426
FBgn0045823,vsg,6183,6555,5754,5609,6135,13003
